question,answer,relevant_text,title,publication_date,inventor
What instruments are stored in the data-driven cascade hydroelectric and new energy combined operation model?,"A data module: storing basic data required by the module; the data operation module: and 3 types of real-time operation data and 1 type of scheduling decision data of the power grid, the cascade basin and the power station are stored.","Data-driven cascade hydroelectric and new energy combined operation modelA data-driven cascade hydroelectric and new energy combined operation model comprises a basic data module: storing basic data required by the module; the data operation module: and 3 types of real-time operation data and 1 type of scheduling decision data of the power grid, the cascade basin and the power station are stored. A step optimization module: forming a scheduling strategy of the cascade hydropower station; the in-plant optimization module: making a scheduling plan task; a step operation module: simulating a cascade hydropower station; a wind power module: simulating the output of wind power; the photoelectric module: simulating the output of the photovoltaic; a conventional power supply module: simulating the output of a conventional power supply; the load module is used for simulating load characteristics; and the power grid operation module is used for simulating the operation of the combined system. The invention carries out real-time simulation on the operation of the cascade reservoir group, the optimization in a hydraulic power plant and the operation of a power grid, optimizes the scheduling strategy of the cascade hydraulic power plant by utilizing real-time simulation data and combining weather data of the location of each power station and load data of an access point power grid, and verifies the optimized result by the simulation modules of the cascade reservoir group, the hydraulic power unit and the power grid.","[{'text': 'Data-driven cascade hydroelectric and new energy combined operation model', 'language': 'en', 'truncated': False}, {'text': '一种数据驱动的梯级水电和新能源联合运行模型', 'language': 'zh', 'truncated': False}]",20220308,[]
What is the purpose of the step optimization module in the data-driven cascade hydroelectric and new energy combined operation model?,Forming a scheduling strategy of the cascade hydraulic power station.,"Data-driven cascade hydroelectric and new energy combined operation modelA data-driven cascade hydroelectric and new energy combined operation model comprises a basic data module: storing basic data required by the module; the data operation module: and 3 types of real-time operation data and 1 type of scheduling decision data of the power grid, the cascade basin and the power station are stored. A step optimization module: forming a scheduling strategy of the cascade hydropower station; the in-plant optimization module: making a scheduling plan task; a step operation module: simulating a cascade hydropower station; a wind power module: simulating the output of wind power; the photoelectric module: simulating the output of the photovoltaic; a conventional power supply module: simulating the output of a conventional power supply; the load module is used for simulating load characteristics; and the power grid operation module is used for simulating the operation of the combined system. The invention carries out real-time simulation on the operation of the cascade reservoir group, the optimization in a hydraulic power plant and the operation of a power grid, optimizes the scheduling strategy of the cascade hydraulic power plant by utilizing real-time simulation data and combining weather data of the location of each power station and load data of an access point power grid, and verifies the optimized result by the simulation modules of the cascade reservoir group, the hydraulic power unit and the power grid.","[{'text': 'Data-driven cascade hydroelectric and new energy combined operation model', 'language': 'en', 'truncated': False}, {'text': '一种数据驱动的梯级水电和新能源联合运行模型', 'language': 'zh', 'truncated': False}]",20220308,[]
"What types of data are utilized by the real-time simulation of the cascade reservoir group, the optimization in a hydraulic power plant, and the operation of a power grid?",Weather data and load data of the location of each power station and load data of an access point power grid.,"Data-driven cascade hydroelectric and new energy combined operation modelA data-driven cascade hydroelectric and new energy combined operation model comprises a basic data module: storing basic data required by the module; the data operation module: and 3 types of real-time operation data and 1 type of scheduling decision data of the power grid, the cascade basin and the power station are stored. A step optimization module: forming a scheduling strategy of the cascade hydropower station; the in-plant optimization module: making a scheduling plan task; a step operation module: simulating a cascade hydropower station; a wind power module: simulating the output of wind power; the photoelectric module: simulating the output of the photovoltaic; a conventional power supply module: simulating the output of a conventional power supply; the load module is used for simulating load characteristics; and the power grid operation module is used for simulating the operation of the combined system. The invention carries out real-time simulation on the operation of the cascade reservoir group, the optimization in a hydraulic power plant and the operation of a power grid, optimizes the scheduling strategy of the cascade hydraulic power plant by utilizing real-time simulation data and combining weather data of the location of each power station and load data of an access point power grid, and verifies the optimized result by the simulation modules of the cascade reservoir group, the hydraulic power unit and the power grid.","[{'text': 'Data-driven cascade hydroelectric and new energy combined operation model', 'language': 'en', 'truncated': False}, {'text': '一种数据驱动的梯级水电和新能源联合运行模型', 'language': 'zh', 'truncated': False}]",20220308,[]
What is the primary goal of the smart grid frequency control method?,To solve the problem of power grid frequency control under the condition of high-permeability wind power and small hydropower access,"Smart power grid frequency control method based on wind-water cooperative power generation modeThe invention discloses a smart grid frequency control method based on a wind-water cooperative power generation mode, which utilizes the cooperative complementary characteristics of wind power and small hydropower stations to establish a wind-water storage micro-grid system containing an energy storage device, and the system can be switched between a grid-connected operation mode and an island operation mode according to actual operation conditions. When the frequency of the microgrid or the frequency of the power grid exceeds a specified range, different control modes based on a model prediction control method are adopted, and a local controller reference signal is generated by solving the optimal control problem in a rolling time domain, so that the output distribution of wind power, small hydropower and stored energy when the wind power, the small hydropower and the stored energy participate in system frequency regulation is coordinated, and the problem of power grid frequency control under the condition of high-permeability wind power and small hydropower access is solved. Meanwhile, a prediction model with frequency deviation and economic benefits as optimization targets in two running states of the micro-grid is established, so that the influence of wind power and small hydropower on the stability of a power system can be reduced, and the utilization rate of wind energy and hydropower resources is ensured while the micro-grid participates in frequency modulation.","[{'text': 'Smart power grid frequency control method based on wind-water cooperative power generation mode', 'language': 'en', 'truncated': False}, {'text': '一种基于风水协同发电模式下的智能电网频率控制方法', 'language': 'zh', 'truncated': False}]",20220412,[]
"How does the system coordinate the output distribution of wind power, small hydropower, and stored energy during frequency regulation?","By generating a local controller reference signal using a rolling time domain optimal control problem, coordinating the output distribution of wind power, small hydropower, and stored energy","Smart power grid frequency control method based on wind-water cooperative power generation modeThe invention discloses a smart grid frequency control method based on a wind-water cooperative power generation mode, which utilizes the cooperative complementary characteristics of wind power and small hydropower stations to establish a wind-water storage micro-grid system containing an energy storage device, and the system can be switched between a grid-connected operation mode and an island operation mode according to actual operation conditions. When the frequency of the microgrid or the frequency of the power grid exceeds a specified range, different control modes based on a model prediction control method are adopted, and a local controller reference signal is generated by solving the optimal control problem in a rolling time domain, so that the output distribution of wind power, small hydropower and stored energy when the wind power, the small hydropower and the stored energy participate in system frequency regulation is coordinated, and the problem of power grid frequency control under the condition of high-permeability wind power and small hydropower access is solved. Meanwhile, a prediction model with frequency deviation and economic benefits as optimization targets in two running states of the micro-grid is established, so that the influence of wind power and small hydropower on the stability of a power system can be reduced, and the utilization rate of wind energy and hydropower resources is ensured while the micro-grid participates in frequency modulation.","[{'text': 'Smart power grid frequency control method based on wind-water cooperative power generation mode', 'language': 'en', 'truncated': False}, {'text': '一种基于风水协同发电模式下的智能电网频率控制方法', 'language': 'zh', 'truncated': False}]",20220412,[]
What is the main objective of the prediction model established in the micro-grid?,"To reduce the influence of wind power and small hydropower on the stability of a power system, while ensuring the utilization rate of wind energy and hydropower resources","Smart power grid frequency control method based on wind-water cooperative power generation modeThe invention discloses a smart grid frequency control method based on a wind-water cooperative power generation mode, which utilizes the cooperative complementary characteristics of wind power and small hydropower stations to establish a wind-water storage micro-grid system containing an energy storage device, and the system can be switched between a grid-connected operation mode and an island operation mode according to actual operation conditions. When the frequency of the microgrid or the frequency of the power grid exceeds a specified range, different control modes based on a model prediction control method are adopted, and a local controller reference signal is generated by solving the optimal control problem in a rolling time domain, so that the output distribution of wind power, small hydropower and stored energy when the wind power, the small hydropower and the stored energy participate in system frequency regulation is coordinated, and the problem of power grid frequency control under the condition of high-permeability wind power and small hydropower access is solved. Meanwhile, a prediction model with frequency deviation and economic benefits as optimization targets in two running states of the micro-grid is established, so that the influence of wind power and small hydropower on the stability of a power system can be reduced, and the utilization rate of wind energy and hydropower resources is ensured while the micro-grid participates in frequency modulation.","[{'text': 'Smart power grid frequency control method based on wind-water cooperative power generation mode', 'language': 'en', 'truncated': False}, {'text': '一种基于风水协同发电模式下的智能电网频率控制方法', 'language': 'zh', 'truncated': False}]",20220412,[]
How are equipment model parameters of a hydroelectric generating set obtained?,They are acquired from the equipment model parameters of the hydroelectric generating set to be tested.,"Method and device for testing ultralow frequency phase frequency characteristic of water turbine speed regulating systemThe invention discloses a method and a device for testing ultralow frequency phase frequency characteristics of a water turbine speed regulating system, wherein the method comprises the following steps: acquiring equipment model parameters of a hydroelectric generating set to be tested; constructing a simulation model of the hydropower unit single machine infinite system to be tested according to the equipment model parameters; equally dividing the ultra-low frequency oscillation full frequency band into N preset frequency bands, and correspondingly determining a preset frequency point according to each preset frequency band to obtain N preset frequency points; sequentially accessing ultralow frequency oscillation signals of constant amplitude oscillation with oscillation frequency as a preset frequency point at a frequency difference input end of a hydroelectric generating set speed regulator of a simulation model; and acquiring a curve of the ultralow frequency oscillation signal and a curve of the first electromagnetic power oscillation signal of the hydroelectric generating set to be tested, and taking the phase difference between the curve of the ultralow frequency oscillation signal and the curve of the first electromagnetic power oscillation signal as the ultralow frequency phase-frequency characteristic of the water turbine speed regulating system. The invention provides a simple and feasible practical method for practical engineering by measuring the electromagnetic power output by the hydroelectric generating set to replace mechanical power.","[{'text': 'Method and device for testing ultralow frequency phase frequency characteristic of water turbine speed regulating system', 'language': 'en', 'truncated': False}, {'text': '一种水轮机调速系统超低频相频特性的测试方法及装置', 'language': 'zh', 'truncated': False}]",20211214,[]
What is the purpose of equally dividing the ultra-low frequency oscillation full frequency band into N preset frequency bands?,It is to determine a preset frequency point according to each preset frequency band to obtain N preset frequency points.,"Method and device for testing ultralow frequency phase frequency characteristic of water turbine speed regulating systemThe invention discloses a method and a device for testing ultralow frequency phase frequency characteristics of a water turbine speed regulating system, wherein the method comprises the following steps: acquiring equipment model parameters of a hydroelectric generating set to be tested; constructing a simulation model of the hydropower unit single machine infinite system to be tested according to the equipment model parameters; equally dividing the ultra-low frequency oscillation full frequency band into N preset frequency bands, and correspondingly determining a preset frequency point according to each preset frequency band to obtain N preset frequency points; sequentially accessing ultralow frequency oscillation signals of constant amplitude oscillation with oscillation frequency as a preset frequency point at a frequency difference input end of a hydroelectric generating set speed regulator of a simulation model; and acquiring a curve of the ultralow frequency oscillation signal and a curve of the first electromagnetic power oscillation signal of the hydroelectric generating set to be tested, and taking the phase difference between the curve of the ultralow frequency oscillation signal and the curve of the first electromagnetic power oscillation signal as the ultralow frequency phase-frequency characteristic of the water turbine speed regulating system. The invention provides a simple and feasible practical method for practical engineering by measuring the electromagnetic power output by the hydroelectric generating set to replace mechanical power.","[{'text': 'Method and device for testing ultralow frequency phase frequency characteristic of water turbine speed regulating system', 'language': 'en', 'truncated': False}, {'text': '一种水轮机调速系统超低频相频特性的测试方法及装置', 'language': 'zh', 'truncated': False}]",20211214,[]
What is measured to determine the ultralow frequency phase-frequency characteristic of the water turbine speed regulating system?,The phase difference between the curve of the ultralow frequency oscillation signal and the curve of the first electromagnetic power oscillation signal of the hydroelectric generating set to be tested.,"Method and device for testing ultralow frequency phase frequency characteristic of water turbine speed regulating systemThe invention discloses a method and a device for testing ultralow frequency phase frequency characteristics of a water turbine speed regulating system, wherein the method comprises the following steps: acquiring equipment model parameters of a hydroelectric generating set to be tested; constructing a simulation model of the hydropower unit single machine infinite system to be tested according to the equipment model parameters; equally dividing the ultra-low frequency oscillation full frequency band into N preset frequency bands, and correspondingly determining a preset frequency point according to each preset frequency band to obtain N preset frequency points; sequentially accessing ultralow frequency oscillation signals of constant amplitude oscillation with oscillation frequency as a preset frequency point at a frequency difference input end of a hydroelectric generating set speed regulator of a simulation model; and acquiring a curve of the ultralow frequency oscillation signal and a curve of the first electromagnetic power oscillation signal of the hydroelectric generating set to be tested, and taking the phase difference between the curve of the ultralow frequency oscillation signal and the curve of the first electromagnetic power oscillation signal as the ultralow frequency phase-frequency characteristic of the water turbine speed regulating system. The invention provides a simple and feasible practical method for practical engineering by measuring the electromagnetic power output by the hydroelectric generating set to replace mechanical power.","[{'text': 'Method and device for testing ultralow frequency phase frequency characteristic of water turbine speed regulating system', 'language': 'en', 'truncated': False}, {'text': '一种水轮机调速系统超低频相频特性的测试方法及装置', 'language': 'zh', 'truncated': False}]",20211214,[]
What problem does the method aim to solve?,the contradiction that the safety and the economy of the power grid cannot be coordinated due to the outage of the small hydropower station,"Opportunity constraint model-based small hydropower station outage risk assessment method under typhoon disasterThe invention discloses a small hydropower outage risk assessment method under typhoon disasters based on an opportunity constraint model, which comprises the following steps: performing Latin hypercube sampling according to a probability distribution function of the predicted output of the small hydropower station; carrying out Monte Carlo simulation, and substituting the sample value into an electric power system containing a small hydropower station to carry out probability load flow calculation; the method comprises the steps of taking outage of small hydropower stations as an independent event analysis, calculating uncertain output of remaining small hydropower stations of a system when calculating outage risk consequences of the small hydropower stations, and establishing an opportunity constraint optimal load shedding model; converting the opportunity constraint optimal load shedding model into a deterministic equivalent model and solving by using CPLEX; and multiplying the outage probability of the small hydropower station by the minimum load shedding cost of the power system comprising the small hydropower station to obtain the outage risk value of the small hydropower station. The method effectively solves the contradiction that the safety and the economy of the power grid cannot be coordinated due to the outage of the small hydropower station, and can be used for evaluating the risk caused by the outage of the small hydropower station under the typhoon disaster.","[{'text': 'Opportunity constraint model-based small hydropower station outage risk assessment method under typhoon disaster', 'language': 'en', 'truncated': False}, {'text': '基于机会约束模型的台风灾害下小水电停运风险评估方法', 'language': 'zh', 'truncated': False}]",20220610,[]
What is the output of the method used to obtain the outage risk value of the small hydropower station?,the outage probability of the small hydropower station multiplied by the minimum load shedding cost of the power system comprising the small hydropower station,"Opportunity constraint model-based small hydropower station outage risk assessment method under typhoon disasterThe invention discloses a small hydropower outage risk assessment method under typhoon disasters based on an opportunity constraint model, which comprises the following steps: performing Latin hypercube sampling according to a probability distribution function of the predicted output of the small hydropower station; carrying out Monte Carlo simulation, and substituting the sample value into an electric power system containing a small hydropower station to carry out probability load flow calculation; the method comprises the steps of taking outage of small hydropower stations as an independent event analysis, calculating uncertain output of remaining small hydropower stations of a system when calculating outage risk consequences of the small hydropower stations, and establishing an opportunity constraint optimal load shedding model; converting the opportunity constraint optimal load shedding model into a deterministic equivalent model and solving by using CPLEX; and multiplying the outage probability of the small hydropower station by the minimum load shedding cost of the power system comprising the small hydropower station to obtain the outage risk value of the small hydropower station. The method effectively solves the contradiction that the safety and the economy of the power grid cannot be coordinated due to the outage of the small hydropower station, and can be used for evaluating the risk caused by the outage of the small hydropower station under the typhoon disaster.","[{'text': 'Opportunity constraint model-based small hydropower station outage risk assessment method under typhoon disaster', 'language': 'en', 'truncated': False}, {'text': '基于机会约束模型的台风灾害下小水电停运风险评估方法', 'language': 'zh', 'truncated': False}]",20220610,[]
Who/What is being used to solve the equivalent model of the opportunity constraint optimal load shedding model?,CPLEX,"Opportunity constraint model-based small hydropower station outage risk assessment method under typhoon disasterThe invention discloses a small hydropower outage risk assessment method under typhoon disasters based on an opportunity constraint model, which comprises the following steps: performing Latin hypercube sampling according to a probability distribution function of the predicted output of the small hydropower station; carrying out Monte Carlo simulation, and substituting the sample value into an electric power system containing a small hydropower station to carry out probability load flow calculation; the method comprises the steps of taking outage of small hydropower stations as an independent event analysis, calculating uncertain output of remaining small hydropower stations of a system when calculating outage risk consequences of the small hydropower stations, and establishing an opportunity constraint optimal load shedding model; converting the opportunity constraint optimal load shedding model into a deterministic equivalent model and solving by using CPLEX; and multiplying the outage probability of the small hydropower station by the minimum load shedding cost of the power system comprising the small hydropower station to obtain the outage risk value of the small hydropower station. The method effectively solves the contradiction that the safety and the economy of the power grid cannot be coordinated due to the outage of the small hydropower station, and can be used for evaluating the risk caused by the outage of the small hydropower station under the typhoon disaster.","[{'text': 'Opportunity constraint model-based small hydropower station outage risk assessment method under typhoon disaster', 'language': 'en', 'truncated': False}, {'text': '基于机会约束模型的台风灾害下小水电停运风险评估方法', 'language': 'zh', 'truncated': False}]",20220610,[]
What is the design feature of the solar flame lamp that utilises solar energy to supply the lamp pearls?,"The utility model utilises solar light energy conversion to the electric energy, supply the lamp pearl to use","Solar flame lampThe utility model discloses a solar energy flame lamp, comprising an upper cover, the lower cover, upper cover and lower cover joint, the upper cover is provided with solar panel, the button control panel, the line control board, solar panel and upper cover joint, the lower cover is provided with the detachable battery, the lower cover is inserted and is equipped with LED lamp strip, and be located a plurality of lamp pearls on the LED lamp strip, the lamp pearl is arranged the setting with even spacing distance from the top down, LED lamp strip outside cover is equipped with the lamp shade, lamp shade outside cover is equipped with the reflector of lantern shape, the reflector includes first reflection of light mode, second reflection of light mode, first reflection of light mode is two and symmetry setting with the quantity of second reflection of light mode respectively, form the lantern shape after first reflection of light mode and the combination of second reflection of light mode, first reflection of light mode upper end middle part is provided with the platform of hanging, it is provided with the hanging hole to hang the platform, the hanging hole is provided with rotatable handle. The utility model has the advantages of utilize solar light energy conversion to the electric energy, supply the lamp pearl to use, avoided the production of noise simultaneously to reach energy-concerving and environment-protective purpose.","[{'text': 'Solar flame lamp', 'language': 'en', 'truncated': False}, {'text': '一种太阳能火焰灯', 'language': 'zh', 'truncated': False}]",20211130,['WU XINGYUE']
What is the purpose of having a rotatable handle on the platform of the hanging part of the lamp?,To hang the platform,"Solar flame lampThe utility model discloses a solar energy flame lamp, comprising an upper cover, the lower cover, upper cover and lower cover joint, the upper cover is provided with solar panel, the button control panel, the line control board, solar panel and upper cover joint, the lower cover is provided with the detachable battery, the lower cover is inserted and is equipped with LED lamp strip, and be located a plurality of lamp pearls on the LED lamp strip, the lamp pearl is arranged the setting with even spacing distance from the top down, LED lamp strip outside cover is equipped with the lamp shade, lamp shade outside cover is equipped with the reflector of lantern shape, the reflector includes first reflection of light mode, second reflection of light mode, first reflection of light mode is two and symmetry setting with the quantity of second reflection of light mode respectively, form the lantern shape after first reflection of light mode and the combination of second reflection of light mode, first reflection of light mode upper end middle part is provided with the platform of hanging, it is provided with the hanging hole to hang the platform, the hanging hole is provided with rotatable handle. The utility model has the advantages of utilize solar light energy conversion to the electric energy, supply the lamp pearl to use, avoided the production of noise simultaneously to reach energy-concerving and environment-protective purpose.","[{'text': 'Solar flame lamp', 'language': 'en', 'truncated': False}, {'text': '一种太阳能火焰灯', 'language': 'zh', 'truncated': False}]",20211130,['WU XINGYUE']
What benefit does the lamp provide besides supplying light to the lamp pearls and reducing noise?,Energy conservation and environmental protection,"Solar flame lampThe utility model discloses a solar energy flame lamp, comprising an upper cover, the lower cover, upper cover and lower cover joint, the upper cover is provided with solar panel, the button control panel, the line control board, solar panel and upper cover joint, the lower cover is provided with the detachable battery, the lower cover is inserted and is equipped with LED lamp strip, and be located a plurality of lamp pearls on the LED lamp strip, the lamp pearl is arranged the setting with even spacing distance from the top down, LED lamp strip outside cover is equipped with the lamp shade, lamp shade outside cover is equipped with the reflector of lantern shape, the reflector includes first reflection of light mode, second reflection of light mode, first reflection of light mode is two and symmetry setting with the quantity of second reflection of light mode respectively, form the lantern shape after first reflection of light mode and the combination of second reflection of light mode, first reflection of light mode upper end middle part is provided with the platform of hanging, it is provided with the hanging hole to hang the platform, the hanging hole is provided with rotatable handle. The utility model has the advantages of utilize solar light energy conversion to the electric energy, supply the lamp pearl to use, avoided the production of noise simultaneously to reach energy-concerving and environment-protective purpose.","[{'text': 'Solar flame lamp', 'language': 'en', 'truncated': False}, {'text': '一种太阳能火焰灯', 'language': 'zh', 'truncated': False}]",20211130,['WU XINGYUE']
What type of lamp is the utility model for?,A tile eave decoration landscape lamp for scenic spot specifically,"A landscape lamp is decorated to eaves tile for scenic spotThe utility model relates to a tile eave lamps and lanterns technical field specifically indicates a tile eave decoration landscape lamp for scenic spot. The solar energy lamp comprises a lamp box, wherein a plurality of fixed plates are arranged in the lamp box, a motor is arranged in each fixed plate, an output shaft of the motor is connected with a rotating shaft, a rotating shaft sleeve is provided with a rotating rod, a movable block is sleeved on the rotating rod, a movable rod is sleeved on the movable block, a fixed sleeve is sleeved on the movable rod, a lamp body is arranged in the fixed sleeve, a shear type support frame is arranged below the lamp box, a connector is arranged below the shear type support frame, the lamp box is connected with a waterproof layer through a hydraulic rod, a first fixed column is inserted in the waterproof layer, a first fixed plug-in unit is sleeved on the first fixed column, the first fixed column is connected with a first inclined plate, a second inclined plate is arranged above the first inclined plate, an arc-shaped plate is arranged above the first inclined plate, and solar panels are arranged in the second inclined plate and the first inclined plate, the utility model discloses a can be exclusively used in the eaves tile of scenic spot and vwatch, can adjust the position of light, reduce and shine the dead angle, long service life&#39;s an eaves tile for scenic spot decorates landscape lamp.","[{'text': 'A landscape lamp is decorated to eaves tile for scenic spot', 'language': 'en', 'truncated': False}, {'text': '一种用于景区的瓦檐装饰景观灯', 'language': 'zh', 'truncated': False}]",20211126,['Qiao Wenling']
What can be adjusted in this type of lamp?,The position of the light,"A landscape lamp is decorated to eaves tile for scenic spotThe utility model relates to a tile eave lamps and lanterns technical field specifically indicates a tile eave decoration landscape lamp for scenic spot. The solar energy lamp comprises a lamp box, wherein a plurality of fixed plates are arranged in the lamp box, a motor is arranged in each fixed plate, an output shaft of the motor is connected with a rotating shaft, a rotating shaft sleeve is provided with a rotating rod, a movable block is sleeved on the rotating rod, a movable rod is sleeved on the movable block, a fixed sleeve is sleeved on the movable rod, a lamp body is arranged in the fixed sleeve, a shear type support frame is arranged below the lamp box, a connector is arranged below the shear type support frame, the lamp box is connected with a waterproof layer through a hydraulic rod, a first fixed column is inserted in the waterproof layer, a first fixed plug-in unit is sleeved on the first fixed column, the first fixed column is connected with a first inclined plate, a second inclined plate is arranged above the first inclined plate, an arc-shaped plate is arranged above the first inclined plate, and solar panels are arranged in the second inclined plate and the first inclined plate, the utility model discloses a can be exclusively used in the eaves tile of scenic spot and vwatch, can adjust the position of light, reduce and shine the dead angle, long service life&#39;s an eaves tile for scenic spot decorates landscape lamp.","[{'text': 'A landscape lamp is decorated to eaves tile for scenic spot', 'language': 'en', 'truncated': False}, {'text': '一种用于景区的瓦檐装饰景观灯', 'language': 'zh', 'truncated': False}]",20211126,['Qiao Wenling']
What is an advantage of this type of lamp?,Reduces dead angle,"A landscape lamp is decorated to eaves tile for scenic spotThe utility model relates to a tile eave lamps and lanterns technical field specifically indicates a tile eave decoration landscape lamp for scenic spot. The solar energy lamp comprises a lamp box, wherein a plurality of fixed plates are arranged in the lamp box, a motor is arranged in each fixed plate, an output shaft of the motor is connected with a rotating shaft, a rotating shaft sleeve is provided with a rotating rod, a movable block is sleeved on the rotating rod, a movable rod is sleeved on the movable block, a fixed sleeve is sleeved on the movable rod, a lamp body is arranged in the fixed sleeve, a shear type support frame is arranged below the lamp box, a connector is arranged below the shear type support frame, the lamp box is connected with a waterproof layer through a hydraulic rod, a first fixed column is inserted in the waterproof layer, a first fixed plug-in unit is sleeved on the first fixed column, the first fixed column is connected with a first inclined plate, a second inclined plate is arranged above the first inclined plate, an arc-shaped plate is arranged above the first inclined plate, and solar panels are arranged in the second inclined plate and the first inclined plate, the utility model discloses a can be exclusively used in the eaves tile of scenic spot and vwatch, can adjust the position of light, reduce and shine the dead angle, long service life&#39;s an eaves tile for scenic spot decorates landscape lamp.","[{'text': 'A landscape lamp is decorated to eaves tile for scenic spot', 'language': 'en', 'truncated': False}, {'text': '一种用于景区的瓦檐装饰景观灯', 'language': 'zh', 'truncated': False}]",20211126,['Qiao Wenling']
What is the purpose of the coarse filter screen?,"To filter unidimensional debris of aquatic matters and prevent it from blocking the drainage frame, ensuring normal operation of the water conservancy diversion without clogging.","Water conservancy and hydropower engineering constructs water conservancy diversion drainage structures in holeThe utility model discloses a flow guide and drainage structure in a water conservancy and hydropower engineering construction hole, which comprises a water collection frame and a drainage frame, wherein the bottom of the water collection frame is fixedly provided with the drainage frame, an insertion groove is formed in the water collection frame, an insertion block is inserted and connected in the insertion groove, the top of the insertion block is lapped with a coarse filter screen, a fine filter screen is arranged below the coarse filter screen, sliding blocks are fixedly arranged on two sides of the top of the fine filter screen, a horizontal sliding groove matched with the sliding blocks is formed in the inner wall of the water collection frame, an inclined stay bar is fixedly arranged on the inner wall of the water collection frame, and an arc-shaped supporting plate is fixedly arranged at the end part of the inclined stay bar; the side wall of the drainage frame is provided with a drainage outlet, and an arc-shaped water guide plate is fixedly arranged in the drainage outlet. Can filter the not unidimensional debris of aquatic, conveniently in time pour debris, avoid debris to block up the drainage frame, guarantee water conservancy diversion drainage operation and normally go on, the structural strength of filter screen is higher, avoids filter screen deformation can&#39;t take out and clears away debris.","[{'text': 'Water conservancy and hydropower engineering constructs water conservancy diversion drainage structures in hole', 'language': 'en', 'truncated': False}, {'text': '一种水利水电工程施工洞内的导流排水结构', 'language': 'zh', 'truncated': False}]",20220712,[]
What is the benefit of using an inclined stay bar?,"To ensure that the structural strength of the filter screen is higher and avoids filter screen deformation, making it easier to clear away debris from the drainage frame.","Water conservancy and hydropower engineering constructs water conservancy diversion drainage structures in holeThe utility model discloses a flow guide and drainage structure in a water conservancy and hydropower engineering construction hole, which comprises a water collection frame and a drainage frame, wherein the bottom of the water collection frame is fixedly provided with the drainage frame, an insertion groove is formed in the water collection frame, an insertion block is inserted and connected in the insertion groove, the top of the insertion block is lapped with a coarse filter screen, a fine filter screen is arranged below the coarse filter screen, sliding blocks are fixedly arranged on two sides of the top of the fine filter screen, a horizontal sliding groove matched with the sliding blocks is formed in the inner wall of the water collection frame, an inclined stay bar is fixedly arranged on the inner wall of the water collection frame, and an arc-shaped supporting plate is fixedly arranged at the end part of the inclined stay bar; the side wall of the drainage frame is provided with a drainage outlet, and an arc-shaped water guide plate is fixedly arranged in the drainage outlet. Can filter the not unidimensional debris of aquatic, conveniently in time pour debris, avoid debris to block up the drainage frame, guarantee water conservancy diversion drainage operation and normally go on, the structural strength of filter screen is higher, avoids filter screen deformation can&#39;t take out and clears away debris.","[{'text': 'Water conservancy and hydropower engineering constructs water conservancy diversion drainage structures in hole', 'language': 'en', 'truncated': False}, {'text': '一种水利水电工程施工洞内的导流排水结构', 'language': 'zh', 'truncated': False}]",20220712,[]
What allows for convenient debris removal from the drainage frame?,"The end part of the inclined stay bar, with an arc-shaped supporting plate, ensuring that debris can be easily poured out and the drainage frame can be cleared.","Water conservancy and hydropower engineering constructs water conservancy diversion drainage structures in holeThe utility model discloses a flow guide and drainage structure in a water conservancy and hydropower engineering construction hole, which comprises a water collection frame and a drainage frame, wherein the bottom of the water collection frame is fixedly provided with the drainage frame, an insertion groove is formed in the water collection frame, an insertion block is inserted and connected in the insertion groove, the top of the insertion block is lapped with a coarse filter screen, a fine filter screen is arranged below the coarse filter screen, sliding blocks are fixedly arranged on two sides of the top of the fine filter screen, a horizontal sliding groove matched with the sliding blocks is formed in the inner wall of the water collection frame, an inclined stay bar is fixedly arranged on the inner wall of the water collection frame, and an arc-shaped supporting plate is fixedly arranged at the end part of the inclined stay bar; the side wall of the drainage frame is provided with a drainage outlet, and an arc-shaped water guide plate is fixedly arranged in the drainage outlet. Can filter the not unidimensional debris of aquatic, conveniently in time pour debris, avoid debris to block up the drainage frame, guarantee water conservancy diversion drainage operation and normally go on, the structural strength of filter screen is higher, avoids filter screen deformation can&#39;t take out and clears away debris.","[{'text': 'Water conservancy and hydropower engineering constructs water conservancy diversion drainage structures in hole', 'language': 'en', 'truncated': False}, {'text': '一种水利水电工程施工洞内的导流排水结构', 'language': 'zh', 'truncated': False}]",20220712,[]
