,question,answer,relevant_text,title,publication_date,inventor,category
26,What components of the lamp contribute to its long service life?,"The lamp's long service life is attributed to its waterproof layer, shear-type support frame, and the use of solar panels integrated into the inclined plates, which provide durability and sustainable energy.","A landscape lamp is decorated to eaves tile for scenic spotThe utility model relates to a tile eave lamps and lanterns technical field specifically indicates a tile eave decoration landscape lamp for scenic spot. The solar energy lamp comprises a lamp box, wherein a plurality of fixed plates are arranged in the lamp box, a motor is arranged in each fixed plate, an output shaft of the motor is connected with a rotating shaft, a rotating shaft sleeve is provided with a rotating rod, a movable block is sleeved on the rotating rod, a movable rod is sleeved on the movable block, a fixed sleeve is sleeved on the movable rod, a lamp body is arranged in the fixed sleeve, a shear type support frame is arranged below the lamp box, a connector is arranged below the shear type support frame, the lamp box is connected with a waterproof layer through a hydraulic rod, a first fixed column is inserted in the waterproof layer, a first fixed plug-in unit is sleeved on the first fixed column, the first fixed column is connected with a first inclined plate, a second inclined plate is arranged above the first inclined plate, an arc-shaped plate is arranged above the first inclined plate, and solar panels are arranged in the second inclined plate and the first inclined plate, the utility model discloses a can be exclusively used in the eaves tile of scenic spot and vwatch, can adjust the position of light, reduce and shine the dead angle, long service life&#39;s an eaves tile for scenic spot decorates landscape lamp.",A landscape lamp is decorated to eaves tile for scenic spot,20211126,['Qiao Wenling'],Sustainability & Technological Innovation Questions
27,What is the main purpose of the lighting device for water conservancy and hydropower construction?,"The main purpose is to provide adjustable lighting for water conservancy and hydropower construction, addressing the inconvenience of height adjustment in traditional lighting devices.","Lighting device for water conservancy and hydropower constructionThe utility model relates to the technical field of water conservancy and hydropower, and discloses a lighting device for water conservancy and hydropower construction, which comprises a working box, wherein an adjusting device is arranged at the top of the working box, a universal wheel is arranged at the bottom of the working box, a lamp post is arranged at the top of the adjusting device, a lighting lamp is arranged on one side of the lamp post, the universal wheel is fixedly arranged at the bottom end of the working box, a swivel is fixedly arranged at the top end of a first rotating rod, the first rotating rod penetrates through the top end of the working box and is slidably connected with the top end of the working box, the first rotating rod is rotatably connected with the inner wall of the bottom end of the working box through a bearing, the first gear is fixedly sleeved at one end of the first rotating rod, the first gear is meshed with a second gear, the second gear is fixedly sleeved at one end of the second rotating rod, the second rotating rod is rotatably connected with the inner wall of the bottom end of the working box through a bearing, and the inner wall of a fixed pipe and the inner wall of the working box, the inner wall of the fixed pipe is connected in a sliding way. The utility model solves the problem that the water conservancy and hydropower lighting device is inconvenient to adjust the height.",Lighting device for water conservancy and hydropower construction,20220610,[],Sustainability & Technological Innovation Questions
28,How is the height of the lighting lamp adjusted in this device?,"The height is adjusted using an adjusting device that includes a first rotating rod with a swivel, meshed gears (first gear and second gear), and a sliding connection system within the working box and fixed pipe.","Lighting device for water conservancy and hydropower constructionThe utility model relates to the technical field of water conservancy and hydropower, and discloses a lighting device for water conservancy and hydropower construction, which comprises a working box, wherein an adjusting device is arranged at the top of the working box, a universal wheel is arranged at the bottom of the working box, a lamp post is arranged at the top of the adjusting device, a lighting lamp is arranged on one side of the lamp post, the universal wheel is fixedly arranged at the bottom end of the working box, a swivel is fixedly arranged at the top end of a first rotating rod, the first rotating rod penetrates through the top end of the working box and is slidably connected with the top end of the working box, the first rotating rod is rotatably connected with the inner wall of the bottom end of the working box through a bearing, the first gear is fixedly sleeved at one end of the first rotating rod, the first gear is meshed with a second gear, the second gear is fixedly sleeved at one end of the second rotating rod, the second rotating rod is rotatably connected with the inner wall of the bottom end of the working box through a bearing, and the inner wall of a fixed pipe and the inner wall of the working box, the inner wall of the fixed pipe is connected in a sliding way. The utility model solves the problem that the water conservancy and hydropower lighting device is inconvenient to adjust the height.",Lighting device for water conservancy and hydropower construction,20220610,[],Analytical & Explanatory Questions
29,What components ensure mobility and stability of the lighting device?,The device includes universal wheels at the bottom of the working box for mobility and a swivel connected to the first rotating rod for rotational stability during height adjustment.,"Lighting device for water conservancy and hydropower constructionThe utility model relates to the technical field of water conservancy and hydropower, and discloses a lighting device for water conservancy and hydropower construction, which comprises a working box, wherein an adjusting device is arranged at the top of the working box, a universal wheel is arranged at the bottom of the working box, a lamp post is arranged at the top of the adjusting device, a lighting lamp is arranged on one side of the lamp post, the universal wheel is fixedly arranged at the bottom end of the working box, a swivel is fixedly arranged at the top end of a first rotating rod, the first rotating rod penetrates through the top end of the working box and is slidably connected with the top end of the working box, the first rotating rod is rotatably connected with the inner wall of the bottom end of the working box through a bearing, the first gear is fixedly sleeved at one end of the first rotating rod, the first gear is meshed with a second gear, the second gear is fixedly sleeved at one end of the second rotating rod, the second rotating rod is rotatably connected with the inner wall of the bottom end of the working box through a bearing, and the inner wall of a fixed pipe and the inner wall of the working box, the inner wall of the fixed pipe is connected in a sliding way. The utility model solves the problem that the water conservancy and hydropower lighting device is inconvenient to adjust the height.",Lighting device for water conservancy and hydropower construction,20220610,[],Sustainability & Technological Innovation Questions
30,What is the purpose of the control device for photovoltaic power generation and common energy storage of charging piles?,"The purpose is to store solar energy in batteries and prioritize its use for charging piles before consuming grid electricity, thus promoting environmental conservation.","Control device for photovoltaic power generation and common energy storage of charging pileThe utility model discloses a controlling means that is used for photovoltaic power generation and fills common energy storage of electric pile, including filling electric pile, fill electric pile upper end fixedly connected with electricity storage box, the fixed a plurality of batteries that are provided with of the inside downside of electricity storage box, the bearing groove has been seted up at electricity storage box up end center, the fixed antifriction bearing that is provided with of bearing inslot portion, antifriction bearing inner wall fixedly connected with hollow support bar, hollow support bar lower extreme runs through electricity storage box upper wall to the big bevel gear of electricity storage box inside and fixedly connected with, hollow support bar upper end fixedly connected with solar energy mount. The utility model discloses a controlling means that is used for photovoltaic power generation and fills common energy storage of electric pile, the device can store solar energy inside the battery, when using charging pile, can the electric quantity in the priority consumption battery, just can follow the electric quantity that charges in the electric pile after the electric quantity consumption that solar energy stored, play the purpose of environmental protection.",Control device for photovoltaic power generation and common energy storage of charging pile,20211126,"['MA JUN', 'LI SIMIN']",Sustainability & Technological Innovation Questions
31,What components are included in the device for photovoltaic power generation and common energy storage of charging piles?,"The device includes a charging pile, an electricity storage box with multiple batteries, a bearing groove with an antifriction bearing, a hollow support bar connected to a big bevel gear, and a solar energy mount.","Control device for photovoltaic power generation and common energy storage of charging pileThe utility model discloses a controlling means that is used for photovoltaic power generation and fills common energy storage of electric pile, including filling electric pile, fill electric pile upper end fixedly connected with electricity storage box, the fixed a plurality of batteries that are provided with of the inside downside of electricity storage box, the bearing groove has been seted up at electricity storage box up end center, the fixed antifriction bearing that is provided with of bearing inslot portion, antifriction bearing inner wall fixedly connected with hollow support bar, hollow support bar lower extreme runs through electricity storage box upper wall to the big bevel gear of electricity storage box inside and fixedly connected with, hollow support bar upper end fixedly connected with solar energy mount. The utility model discloses a controlling means that is used for photovoltaic power generation and fills common energy storage of electric pile, the device can store solar energy inside the battery, when using charging pile, can the electric quantity in the priority consumption battery, just can follow the electric quantity that charges in the electric pile after the electric quantity consumption that solar energy stored, play the purpose of environmental protection.",Control device for photovoltaic power generation and common energy storage of charging pile,20211126,"['MA JUN', 'LI SIMIN']",Sustainability & Technological Innovation Questions
32,How does the device optimize energy usage from the batteries and charging piles?,"The device uses the stored solar energy in the batteries first when operating the charging pile, and only draws grid electricity from the charging pile after the solar-stored energy is exhausted, ensuring efficient and eco-friendly energy use.","Control device for photovoltaic power generation and common energy storage of charging pileThe utility model discloses a controlling means that is used for photovoltaic power generation and fills common energy storage of electric pile, including filling electric pile, fill electric pile upper end fixedly connected with electricity storage box, the fixed a plurality of batteries that are provided with of the inside downside of electricity storage box, the bearing groove has been seted up at electricity storage box up end center, the fixed antifriction bearing that is provided with of bearing inslot portion, antifriction bearing inner wall fixedly connected with hollow support bar, hollow support bar lower extreme runs through electricity storage box upper wall to the big bevel gear of electricity storage box inside and fixedly connected with, hollow support bar upper end fixedly connected with solar energy mount. The utility model discloses a controlling means that is used for photovoltaic power generation and fills common energy storage of electric pile, the device can store solar energy inside the battery, when using charging pile, can the electric quantity in the priority consumption battery, just can follow the electric quantity that charges in the electric pile after the electric quantity consumption that solar energy stored, play the purpose of environmental protection.",Control device for photovoltaic power generation and common energy storage of charging pile,20211126,"['MA JUN', 'LI SIMIN']",Sustainability & Technological Innovation Questions
33,What is the purpose of the control device for photovoltaic power generation and common energy storage of the charging pile?,"The device stores solar energy in batteries and prioritizes using the stored solar energy when charging, reducing reliance on grid electricity and promoting environmental protection.","Control device for photovoltaic power generation and common energy storage of charging pileThe utility model discloses a controlling means that is used for photovoltaic power generation and fills common energy storage of electric pile, including filling electric pile, fill electric pile upper end fixedly connected with electricity storage box, the fixed a plurality of batteries that are provided with of the inside downside of electricity storage box, the bearing groove has been seted up at electricity storage box up end center, the fixed antifriction bearing that is provided with of bearing inslot portion, antifriction bearing inner wall fixedly connected with hollow support bar, hollow support bar lower extreme runs through electricity storage box upper wall to the big bevel gear of electricity storage box inside and fixedly connected with, hollow support bar upper end fixedly connected with solar energy mount. The utility model discloses a controlling means that is used for photovoltaic power generation and fills common energy storage of electric pile, the device can store solar energy inside the battery, when using charging pile, can the electric quantity in the priority consumption battery, just can follow the electric quantity that charges in the electric pile after the electric quantity consumption that solar energy stored, play the purpose of environmental protection.",Control device for photovoltaic power generation and common energy storage of charging pile,20211126,"['MA JUN', 'LI SIMIN']",Sustainability & Technological Innovation Questions
34,What components are included in the energy storage system of the charging pile?,"The system includes a charging pile, an electricity storage box fixed to the pile, multiple batteries inside the storage box, a bearing groove with an antifriction bearing, a hollow support bar connected to a bevel gear, and a solar panel mount.","Control device for photovoltaic power generation and common energy storage of charging pileThe utility model discloses a controlling means that is used for photovoltaic power generation and fills common energy storage of electric pile, including filling electric pile, fill electric pile upper end fixedly connected with electricity storage box, the fixed a plurality of batteries that are provided with of the inside downside of electricity storage box, the bearing groove has been seted up at electricity storage box up end center, the fixed antifriction bearing that is provided with of bearing inslot portion, antifriction bearing inner wall fixedly connected with hollow support bar, hollow support bar lower extreme runs through electricity storage box upper wall to the big bevel gear of electricity storage box inside and fixedly connected with, hollow support bar upper end fixedly connected with solar energy mount. The utility model discloses a controlling means that is used for photovoltaic power generation and fills common energy storage of electric pile, the device can store solar energy inside the battery, when using charging pile, can the electric quantity in the priority consumption battery, just can follow the electric quantity that charges in the electric pile after the electric quantity consumption that solar energy stored, play the purpose of environmental protection.",Control device for photovoltaic power generation and common energy storage of charging pile,20211126,"['MA JUN', 'LI SIMIN']",Sustainability & Technological Innovation Questions
35,How does the device optimize energy usage for charging?,"It first consumes the solar energy stored in the batteries before drawing additional power from the charging pile, ensuring efficient and eco-friendly energy utilization.","Control device for photovoltaic power generation and common energy storage of charging pileThe utility model discloses a controlling means that is used for photovoltaic power generation and fills common energy storage of electric pile, including filling electric pile, fill electric pile upper end fixedly connected with electricity storage box, the fixed a plurality of batteries that are provided with of the inside downside of electricity storage box, the bearing groove has been seted up at electricity storage box up end center, the fixed antifriction bearing that is provided with of bearing inslot portion, antifriction bearing inner wall fixedly connected with hollow support bar, hollow support bar lower extreme runs through electricity storage box upper wall to the big bevel gear of electricity storage box inside and fixedly connected with, hollow support bar upper end fixedly connected with solar energy mount. The utility model discloses a controlling means that is used for photovoltaic power generation and fills common energy storage of electric pile, the device can store solar energy inside the battery, when using charging pile, can the electric quantity in the priority consumption battery, just can follow the electric quantity that charges in the electric pile after the electric quantity consumption that solar energy stored, play the purpose of environmental protection.",Control device for photovoltaic power generation and common energy storage of charging pile,20211126,"['MA JUN', 'LI SIMIN']",Sustainability & Technological Innovation Questions
36,What are the main components of the luminous voice warning road cone?,"The main components include a road cone body with a base at the bottom, counterweight holes on the base's sidewall, warning LED lamp areas embedded in light grooves, a pronunciation loudspeaker on the outer wall, a three-color warning light riveted on the top sidewall, and a control box inside the cone body.","Luminous voice warning road cone for intelligent trafficThe utility model discloses a luminous pronunciation warning way awl for intelligent transportation relates to road traffic warning technical field. The utility model discloses a way awl body, the bottom of way awl body is provided with the base, has seted up the counter weight hole on the bottom week lateral wall of base, and it has warning LED lamp area to inlay in the light groove, inlays on the outer wall of the inside of buckler, way awl body and has pronunciation loudspeaker, and the riveting is installed the three-colour warning light on the top lateral wall of way awl body, and the internally mounted of way awl body has the control box. The utility model discloses an utilize voice horn to circulate broadcast warning sound to the surrounding environment, utilize the photovoltaic board to change solar energy into the electric energy storage for use in the battery of control box simultaneously, utilize light collocation sound dual mode to go on, the effectual warning effect that has increased equipment to the alternative balancing weight that alternates different quantity in to the counter weight hole reaches the purpose that increases equipment stability under the weather of different wind-force grades.",Luminous voice warning road cone for intelligent traffic,20211130,"['DENG TANG', 'XU WEIWEN', 'XU HANGHANG', 'HUANG ZHONGJIAN']",Government & Corporate Initiatives
37,How does the warning cone utilize energy for its functions?,"The cone uses a photovoltaic panel to convert solar energy into electrical energy, which is stored in the battery of the control box to power the device.","Luminous voice warning road cone for intelligent trafficThe utility model discloses a luminous pronunciation warning way awl for intelligent transportation relates to road traffic warning technical field. The utility model discloses a way awl body, the bottom of way awl body is provided with the base, has seted up the counter weight hole on the bottom week lateral wall of base, and it has warning LED lamp area to inlay in the light groove, inlays on the outer wall of the inside of buckler, way awl body and has pronunciation loudspeaker, and the riveting is installed the three-colour warning light on the top lateral wall of way awl body, and the internally mounted of way awl body has the control box. The utility model discloses an utilize voice horn to circulate broadcast warning sound to the surrounding environment, utilize the photovoltaic board to change solar energy into the electric energy storage for use in the battery of control box simultaneously, utilize light collocation sound dual mode to go on, the effectual warning effect that has increased equipment to the alternative balancing weight that alternates different quantity in to the counter weight hole reaches the purpose that increases equipment stability under the weather of different wind-force grades.",Luminous voice warning road cone for intelligent traffic,20211130,"['DENG TANG', 'XU WEIWEN', 'XU HANGHANG', 'HUANG ZHONGJIAN']",Analytical & Explanatory Questions
38,What purpose do the counterweight holes serve in the road cone?,The counterweight holes allow for adding or adjusting weights to increase the stability of the equipment under different wind force conditions.,"Luminous voice warning road cone for intelligent trafficThe utility model discloses a luminous pronunciation warning way awl for intelligent transportation relates to road traffic warning technical field. The utility model discloses a way awl body, the bottom of way awl body is provided with the base, has seted up the counter weight hole on the bottom week lateral wall of base, and it has warning LED lamp area to inlay in the light groove, inlays on the outer wall of the inside of buckler, way awl body and has pronunciation loudspeaker, and the riveting is installed the three-colour warning light on the top lateral wall of way awl body, and the internally mounted of way awl body has the control box. The utility model discloses an utilize voice horn to circulate broadcast warning sound to the surrounding environment, utilize the photovoltaic board to change solar energy into the electric energy storage for use in the battery of control box simultaneously, utilize light collocation sound dual mode to go on, the effectual warning effect that has increased equipment to the alternative balancing weight that alternates different quantity in to the counter weight hole reaches the purpose that increases equipment stability under the weather of different wind-force grades.",Luminous voice warning road cone for intelligent traffic,20211130,"['DENG TANG', 'XU WEIWEN', 'XU HANGHANG', 'HUANG ZHONGJIAN']",Sustainability & Technological Innovation Questions
39,What are the key features of the luminous pronunciation warning road cone?,"The cone includes a way awl body with a base, counterweight holes, an embedded warning LED lamp area, a pronunciation loudspeaker, a three-color warning light, and an internal control box.","Luminous voice warning road cone for intelligent trafficThe utility model discloses a luminous pronunciation warning way awl for intelligent transportation relates to road traffic warning technical field. The utility model discloses a way awl body, the bottom of way awl body is provided with the base, has seted up the counter weight hole on the bottom week lateral wall of base, and it has warning LED lamp area to inlay in the light groove, inlays on the outer wall of the inside of buckler, way awl body and has pronunciation loudspeaker, and the riveting is installed the three-colour warning light on the top lateral wall of way awl body, and the internally mounted of way awl body has the control box. The utility model discloses an utilize voice horn to circulate broadcast warning sound to the surrounding environment, utilize the photovoltaic board to change solar energy into the electric energy storage for use in the battery of control box simultaneously, utilize light collocation sound dual mode to go on, the effectual warning effect that has increased equipment to the alternative balancing weight that alternates different quantity in to the counter weight hole reaches the purpose that increases equipment stability under the weather of different wind-force grades.",Luminous voice warning road cone for intelligent traffic,20211130,"['DENG TANG', 'XU WEIWEN', 'XU HANGHANG', 'HUANG ZHONGJIAN']",Analytical & Explanatory Questions
40,How does the road cone utilize solar energy?,"The cone uses photovoltaic panels to convert solar energy into electrical energy, which is stored in the battery of the control box for powering its functions.","Luminous voice warning road cone for intelligent trafficThe utility model discloses a luminous pronunciation warning way awl for intelligent transportation relates to road traffic warning technical field. The utility model discloses a way awl body, the bottom of way awl body is provided with the base, has seted up the counter weight hole on the bottom week lateral wall of base, and it has warning LED lamp area to inlay in the light groove, inlays on the outer wall of the inside of buckler, way awl body and has pronunciation loudspeaker, and the riveting is installed the three-colour warning light on the top lateral wall of way awl body, and the internally mounted of way awl body has the control box. The utility model discloses an utilize voice horn to circulate broadcast warning sound to the surrounding environment, utilize the photovoltaic board to change solar energy into the electric energy storage for use in the battery of control box simultaneously, utilize light collocation sound dual mode to go on, the effectual warning effect that has increased equipment to the alternative balancing weight that alternates different quantity in to the counter weight hole reaches the purpose that increases equipment stability under the weather of different wind-force grades.",Luminous voice warning road cone for intelligent traffic,20211130,"['DENG TANG', 'XU WEIWEN', 'XU HANGHANG', 'HUANG ZHONGJIAN']",Sustainability & Technological Innovation Questions
41,What is the purpose of the counterweight holes in the base of the cone?,The counterweight holes allow for adjusting the stability of the equipment under different wind conditions by inserting balancing weights of varying quantities.,"Luminous voice warning road cone for intelligent trafficThe utility model discloses a luminous pronunciation warning way awl for intelligent transportation relates to road traffic warning technical field. The utility model discloses a way awl body, the bottom of way awl body is provided with the base, has seted up the counter weight hole on the bottom week lateral wall of base, and it has warning LED lamp area to inlay in the light groove, inlays on the outer wall of the inside of buckler, way awl body and has pronunciation loudspeaker, and the riveting is installed the three-colour warning light on the top lateral wall of way awl body, and the internally mounted of way awl body has the control box. The utility model discloses an utilize voice horn to circulate broadcast warning sound to the surrounding environment, utilize the photovoltaic board to change solar energy into the electric energy storage for use in the battery of control box simultaneously, utilize light collocation sound dual mode to go on, the effectual warning effect that has increased equipment to the alternative balancing weight that alternates different quantity in to the counter weight hole reaches the purpose that increases equipment stability under the weather of different wind-force grades.",Luminous voice warning road cone for intelligent traffic,20211130,"['DENG TANG', 'XU WEIWEN', 'XU HANGHANG', 'HUANG ZHONGJIAN']",Sustainability & Technological Innovation Questions
42,What components are included in the energy-saving and clean-energy hot water supply system?,"The system includes an electric power storage device, a heat preservation water tank, a solar hot water device, an electric water heating device, a phase change energy storage device, a wind energy generating device, a solar power generating device, and utilizes power grid electric energy for storage and supply.","Energy-saving and clean energy type hot water supply system and method for comprehensive transformationThe invention relates to a comprehensive improved energy-saving and clean energy type hot water supply system and a method, which comprises an electric power storage device, a heat preservation water tank, a solar hot water device for heating hot water in the heat preservation water tank, an electric water heating device for heating the hot water in the heat preservation water tank by using electric energy of a power grid in a low valley period of electricity utilization, a phase change energy storage device for collecting and storing heat energy of the hot water in the heat preservation water tank and reversely heating the hot water in the heat preservation water tank by using the stored heat energy, a wind energy generating device for converting wind energy into electric energy, a solar power generating device for converting solar energy into electric energy, a power grid electric energy for storing the electric energy in the low valley period of electricity utilization, the electric energy generated by the wind energy generating device and the electric energy generated by the solar power generating device, and when the solar energy is insufficient and/or the solar hot water heating device can not normally work, providing electric energy for the electric water heating device; the invention utilizes clean energy to modify the traditional hot water system, and realizes the comprehensive energy-saving hot water effect.",Energy-saving and clean energy type hot water supply system and method for comprehensive transformation,20220422,['LI XINGLONG'],Sustainability & Technological Innovation Questions
43,How does the system ensure hot water supply when solar energy is insufficient?,"When solar energy is insufficient or the solar hot water heating device cannot work normally, the system provides electric energy from the power grid (during low valley periods), wind energy, or solar power to the electric water heating device to maintain hot water supply.","Energy-saving and clean energy type hot water supply system and method for comprehensive transformationThe invention relates to a comprehensive improved energy-saving and clean energy type hot water supply system and a method, which comprises an electric power storage device, a heat preservation water tank, a solar hot water device for heating hot water in the heat preservation water tank, an electric water heating device for heating the hot water in the heat preservation water tank by using electric energy of a power grid in a low valley period of electricity utilization, a phase change energy storage device for collecting and storing heat energy of the hot water in the heat preservation water tank and reversely heating the hot water in the heat preservation water tank by using the stored heat energy, a wind energy generating device for converting wind energy into electric energy, a solar power generating device for converting solar energy into electric energy, a power grid electric energy for storing the electric energy in the low valley period of electricity utilization, the electric energy generated by the wind energy generating device and the electric energy generated by the solar power generating device, and when the solar energy is insufficient and/or the solar hot water heating device can not normally work, providing electric energy for the electric water heating device; the invention utilizes clean energy to modify the traditional hot water system, and realizes the comprehensive energy-saving hot water effect.",Energy-saving and clean energy type hot water supply system and method for comprehensive transformation,20220422,['LI XINGLONG'],Analytical & Explanatory Questions
44,What is the purpose of the phase change energy storage device in the system?,"The phase change energy storage device collects and stores heat energy from the hot water in the heat preservation water tank and can later use this stored heat energy to reversely heat the water in the tank, improving energy efficiency.","Energy-saving and clean energy type hot water supply system and method for comprehensive transformationThe invention relates to a comprehensive improved energy-saving and clean energy type hot water supply system and a method, which comprises an electric power storage device, a heat preservation water tank, a solar hot water device for heating hot water in the heat preservation water tank, an electric water heating device for heating the hot water in the heat preservation water tank by using electric energy of a power grid in a low valley period of electricity utilization, a phase change energy storage device for collecting and storing heat energy of the hot water in the heat preservation water tank and reversely heating the hot water in the heat preservation water tank by using the stored heat energy, a wind energy generating device for converting wind energy into electric energy, a solar power generating device for converting solar energy into electric energy, a power grid electric energy for storing the electric energy in the low valley period of electricity utilization, the electric energy generated by the wind energy generating device and the electric energy generated by the solar power generating device, and when the solar energy is insufficient and/or the solar hot water heating device can not normally work, providing electric energy for the electric water heating device; the invention utilizes clean energy to modify the traditional hot water system, and realizes the comprehensive energy-saving hot water effect.",Energy-saving and clean energy type hot water supply system and method for comprehensive transformation,20220422,['LI XINGLONG'],Sustainability & Technological Innovation Questions
45,What are the main components of the energy-saving and clean energy type hot water supply system described in the invention?,"The main components include an electric power storage device, a heat preservation water tank, a solar hot water device, an electric water heating device, a phase change energy storage device, a wind energy generating device, a solar power generating device, and a power grid electric energy system.","Energy-saving and clean energy type hot water supply system and method for comprehensive transformationThe invention relates to a comprehensive improved energy-saving and clean energy type hot water supply system and a method, which comprises an electric power storage device, a heat preservation water tank, a solar hot water device for heating hot water in the heat preservation water tank, an electric water heating device for heating the hot water in the heat preservation water tank by using electric energy of a power grid in a low valley period of electricity utilization, a phase change energy storage device for collecting and storing heat energy of the hot water in the heat preservation water tank and reversely heating the hot water in the heat preservation water tank by using the stored heat energy, a wind energy generating device for converting wind energy into electric energy, a solar power generating device for converting solar energy into electric energy, a power grid electric energy for storing the electric energy in the low valley period of electricity utilization, the electric energy generated by the wind energy generating device and the electric energy generated by the solar power generating device, and when the solar energy is insufficient and/or the solar hot water heating device can not normally work, providing electric energy for the electric water heating device; the invention utilizes clean energy to modify the traditional hot water system, and realizes the comprehensive energy-saving hot water effect.",Energy-saving and clean energy type hot water supply system and method for comprehensive transformation,20220422,['LI XINGLONG'],Sustainability & Technological Innovation Questions
46,How does the electric water heating device contribute to the hot water supply system?,"The electric water heating device heats the hot water in the heat preservation water tank by using electric energy from the power grid during low valley periods of electricity utilization, ensuring hot water supply when solar energy is insufficient or the solar hot water device is not functioning normally.","Energy-saving and clean energy type hot water supply system and method for comprehensive transformationThe invention relates to a comprehensive improved energy-saving and clean energy type hot water supply system and a method, which comprises an electric power storage device, a heat preservation water tank, a solar hot water device for heating hot water in the heat preservation water tank, an electric water heating device for heating the hot water in the heat preservation water tank by using electric energy of a power grid in a low valley period of electricity utilization, a phase change energy storage device for collecting and storing heat energy of the hot water in the heat preservation water tank and reversely heating the hot water in the heat preservation water tank by using the stored heat energy, a wind energy generating device for converting wind energy into electric energy, a solar power generating device for converting solar energy into electric energy, a power grid electric energy for storing the electric energy in the low valley period of electricity utilization, the electric energy generated by the wind energy generating device and the electric energy generated by the solar power generating device, and when the solar energy is insufficient and/or the solar hot water heating device can not normally work, providing electric energy for the electric water heating device; the invention utilizes clean energy to modify the traditional hot water system, and realizes the comprehensive energy-saving hot water effect.",Energy-saving and clean energy type hot water supply system and method for comprehensive transformation,20220422,['LI XINGLONG'],Sustainability & Technological Innovation Questions
47,What role does the phase change energy storage device play in the system?,"The phase change energy storage device collects and stores heat energy from the hot water in the heat preservation water tank and later uses this stored heat energy to reversely heat the hot water in the tank, enhancing energy efficiency and sustainability.","Energy-saving and clean energy type hot water supply system and method for comprehensive transformationThe invention relates to a comprehensive improved energy-saving and clean energy type hot water supply system and a method, which comprises an electric power storage device, a heat preservation water tank, a solar hot water device for heating hot water in the heat preservation water tank, an electric water heating device for heating the hot water in the heat preservation water tank by using electric energy of a power grid in a low valley period of electricity utilization, a phase change energy storage device for collecting and storing heat energy of the hot water in the heat preservation water tank and reversely heating the hot water in the heat preservation water tank by using the stored heat energy, a wind energy generating device for converting wind energy into electric energy, a solar power generating device for converting solar energy into electric energy, a power grid electric energy for storing the electric energy in the low valley period of electricity utilization, the electric energy generated by the wind energy generating device and the electric energy generated by the solar power generating device, and when the solar energy is insufficient and/or the solar hot water heating device can not normally work, providing electric energy for the electric water heating device; the invention utilizes clean energy to modify the traditional hot water system, and realizes the comprehensive energy-saving hot water effect.",Energy-saving and clean energy type hot water supply system and method for comprehensive transformation,20220422,['LI XINGLONG'],Sustainability & Technological Innovation Questions
48,What energy sources are used in the village and town clean heat supply system?,"The system utilizes solar energy and wind energy, along with a hot water heat accumulator, to provide clean heat supply.","Village and town cleaning heat supply system utilizing solar energy, wind energy and hot water heat accumulatorThe invention belongs to the technical field of heat supply and heat storage of renewable energy sources, and provides a village and town clean heat supply system utilizing solar energy, wind energy and a hot water heat accumulator. The prepared hot water is stored in the heat accumulator by utilizing solar energy and wind energy as a heating source together with a hot water heat accumulation technology. When the temperature of the hot water meets the requirement, the hot water is directly used for heat supply, and when the temperature of the hot water is insufficient, the wind power is used for secondary heating to supplement heat and ensure that the temperature of the outlet water of the water tank meets the requirement; the wind power generation is used for heat compensation and electric tracing of the outdoor part of the pipeline and the heat-insulating layer of the high-level water tank. The invention solves the problem of unstable heat supply of solar energy and wind energy, ensures the reliability of heat supply, has simple system, convenient installation and small occupied area, is suitable for areas which can not realize large-scale central heat supply, breaks through the traditional heat supply mode of bulk coal combustion or wood straw combustion, effectively solves the problems of village and town heat supply, excessive dispersion, low efficiency and high pollution, and reduces the operation cost and the carbon emission of village and town heat supply.","Village and town cleaning heat supply system utilizing solar energy, wind energy and hot water heat accumulator",20220617,[],Sustainability & Technological Innovation Questions
49,How does the system ensure the hot water temperature meets requirements?,"When the hot water temperature is sufficient, it is used directly for heat supply. If the temperature is insufficient, wind power is used for secondary heating to supplement heat and ensure the outlet water temperature meets the requirement.","Village and town cleaning heat supply system utilizing solar energy, wind energy and hot water heat accumulatorThe invention belongs to the technical field of heat supply and heat storage of renewable energy sources, and provides a village and town clean heat supply system utilizing solar energy, wind energy and a hot water heat accumulator. The prepared hot water is stored in the heat accumulator by utilizing solar energy and wind energy as a heating source together with a hot water heat accumulation technology. When the temperature of the hot water meets the requirement, the hot water is directly used for heat supply, and when the temperature of the hot water is insufficient, the wind power is used for secondary heating to supplement heat and ensure that the temperature of the outlet water of the water tank meets the requirement; the wind power generation is used for heat compensation and electric tracing of the outdoor part of the pipeline and the heat-insulating layer of the high-level water tank. The invention solves the problem of unstable heat supply of solar energy and wind energy, ensures the reliability of heat supply, has simple system, convenient installation and small occupied area, is suitable for areas which can not realize large-scale central heat supply, breaks through the traditional heat supply mode of bulk coal combustion or wood straw combustion, effectively solves the problems of village and town heat supply, excessive dispersion, low efficiency and high pollution, and reduces the operation cost and the carbon emission of village and town heat supply.","Village and town cleaning heat supply system utilizing solar energy, wind energy and hot water heat accumulator",20220617,[],Analytical & Explanatory Questions
