question,relevant_text,answer,title,publication_date,inventor
" What is the purpose of the charging conduit arrangement in the energy generation system?

","[{'text': 'The present invention relates to the utilization of solar energy to generate electricity and/or produce clean fuels or other chemicals as a long-term, transportable means of storage of solar energy on an intermittent basis. There is provided an energy generation system comprising: a solar energy collection device configured and operable for collecting and reflecting concentrated solar radiation; a solar receiver configured to receive concentrated solar radiation from a solar collection device; a thermal energy storage unit comprising at least one thermal energy storage module configured and operable to store thermal energy; a charging conduit arrangement connected between the solar receiver to the thermal energy storage unit and configured and operable for: carrying a first working fluid that transfers heat from the solar receiver to the at least one thermal energy storage unit, thereby enabling charging of the at least one thermal energy storage unit with thermal energy, and carrying the first working fluid back to the solar receiver after the first working fluid exits the thermal energy storage unit; a power conversion unit configured and operable to contain a second working fluid and convert heat transferred by the second working fluid into electrical power; and a heat dissipation pipe arrangement connected between the thermal energy storage unit to the power conversion unit and configured and operable to: carrying a second working fluid for transferring heat from the at least one thermal energy storage module to the power conversion unit, and carrying the second working fluid back to the at least one thermal energy storage module after the second working fluid exits the power conversion unit.', 'language': 'en', 'truncated': False}, {'text': '本发明涉及利用太阳能能量生成电力和/或生产清洁燃料或其他化学品，作为天性间歇式太阳能能量的长期、可运输储存手段。提供了一种能量生成系统，包括：太阳能收集装置，其被配置并可操作用于收集和反射集中的阳光辐射；太阳能接收器，其被配置用于接收来自太阳能收集装置的集中的阳光辐射；热能储存单元，其包括被配置并可操作用于储存热能的至少一个热能储存模块；充热管路装置，其连接在太阳能接收器至热能储存单元之间，并且被配置并可操作用于：携带将热量从太阳能接收器转移到至少一个热能储存单元的第一工作流体，从而能够用热能对至少一个热能储存单元充热，以及在第一工作流体离开热能储存单元之后，携带第一工作流体回到太阳能接收器；电力转换单元，其被配置并可操作用于容纳第二工作流体并将由第二工作流体传递的热量转换成电力；以及散热管路装置，其连接在热能存储单元至电力转换单元之间，并且被配置并可操作用于：携带用于将热量从至少一个热能储存模块转移到电力转换单元的第二工作流体，以及在第二工作流体离开电力转换单元之后，携带第二工作流体回到至少一个热能储存模块。', 'language': 'zh', 'truncated': False}]"," The charging conduit arrangement is used to transfer heat from the solar receiver to the thermal energy storage unit using a first working fluid, and to transfer the cooled first working fluid back to the solar receiver, thus enabling charging of the thermal energy storage unit with thermal energy.","[{'text': 'Solar energy system for energy production', 'language': 'en', 'truncated': False}, {'text': '用于能量生产的太阳能系统', 'language': 'zh', 'truncated': False}]",20220225,[]
" What is the purpose of the device for collecting energies in the flying snake-shaped high-voltage transmission line maintenance robot?

","[{'text': 'The invention provides an on-line endurance guarantee method for a flying snake-shaped high-voltage transmission line maintenance robot, which reasonably collects four energies of solar energy, wind energy, mechanical energy and electromagnetic energy to guarantee endurance. The robot collects solar energy, wind energy and mechanical energy on the ground wire for supply, and can also change the wire to the phase wire to collect electromagnetic energy, solar energy and wind energy. The device for collecting the four kinds of energy is a solar panel, a ducted fan, a walking motor and an electromagnetic induction electricity-taking device respectively, wherein the solar energy and the wind energy are obtained through the solar panel and the ducted fan at any time, the mechanical energy is required to be obtained through the walking motor at a downhill driving section of the robot, the electromagnetic energy is obtained through the electromagnetic induction electricity-taking device by utilizing an electrified wire induction electricity-generating principle, the four kinds of energy are reasonably collected to be supplied and charged, the on-line self-cruising of the flying snake-shaped high-voltage transmission line maintenance robot is realized, and the bottleneck problem that the cruising robot of the high-voltage transmission line inspection robot generally has insufficient cruising ability is solved.', 'language': 'en', 'truncated': False}, {'text': '本发明提出一种飞走蛇形高压输电线路检修机器人在线续航保障方法，该方法合理采集太阳能、风能、机械能以及电磁能四种能量进行保障续航。机器人在地线上采集太阳能、风能和机械能进行补给，也可换线至相线采集电磁能、太阳能和风能。采集这四种能量的装置分别为太阳能板、涵道风机、行走电机以及电磁感应取电装置，其中太阳能和风能随时通过太阳能板和涵道风机获取，机械能需在机器人下坡行驶路段通过行走电机获取，电磁能通过电磁感应取电装置利用带电导线感应生电原理获取，通过合理采集这四种能量进行补给充电，实现了一种飞走蛇形高压输电线路检修机器人在线自我续航，从而解决了高压输电线路巡线机器人普遍存在续航能力不足的瓶颈问题。', 'language': 'zh', 'truncated': False}]"," The device for collecting energies consists of a solar panel, a ducted fan, a walking motor, and an electromagnetic induction electricity-taking device, which are used to collect four kinds of energies (solar energy, wind energy, mechanical energy, and electromagnetic energy) to guarantee endurance.","[{'text': 'Online endurance guarantee method for flying snake-shaped high-voltage transmission line maintenance robot', 'language': 'en', 'truncated': False}, {'text': '一种飞走蛇形高压输电线路检修机器人在线续航保障方法', 'language': 'zh', 'truncated': False}]",20220510,[]
" How does the autonomous monitoring and coordinating method for an Internet of Things (IoT) gateway improve the performance of industrial control programs and the overall system stability?

","[{'text': 'The invention relates to an autonomous monitoring and coordinating method for an internet of things gateway, which is characterized in that based on analysis of historical service quality of the internet of things gateway, prediction of service quality of the internet of things gateway at a future moment is obtained and used for judging whether the internet of things gateway matches a carried computing task or not so as to complete processing or scheduling of the internet of things gateway on the computing task; in the application of the whole technical scheme in the hydropower industry, the working state of the Internet of things gateway in the hydropower industry can be effectively monitored, and abnormal service of the Internet of things gateway and even downtime of the Internet of things gateway caused by overlarge working load are avoided; the application programs running on the Internet of things gateway, particularly the industrial control programs, can not run normally due to the fact that the workload of the Internet of things gateway is too heavy; in addition, the working state of the water and electricity industry internet of things gateway can be predicted in advance, the application operation distribution of the internet of things can be adjusted in advance, and the availability and the stability of the water and electricity industry internet of things gateway system are greatly improved.', 'language': 'en', 'truncated': False}, {'text': '本发明涉及一种用于物联网关的自主监测协调方法，基于物联网关历史服务质量的分析，获得物联网关对应未来时刻服务质量的预测，用于判断其对所承接该计算任务的是否匹配，进而完成物联网关对计算任务的处理或调度；整个技术方案在水电行业的应用中，能够有效监测水电行业物联网关工作状态，避免由于工作负载过大造成物联网关服务异常，甚至造成物联网关宕机；并且高效配合应用程序运行，避免由于一个物联网关工作负载过重，而使得该物联网关上运行的应用程序、特别是工业控制程序不能正常运行；此外，能够提前预测水电行业物联网关工作状态，预先调整物联应用运行分配，极大地提高了水电行业物联网关系统的可用性和稳定性。', 'language': 'zh', 'truncated': False}]"," According to the text, the autonomous monitoring and coordinating method can effectively monitor the working state of the IoT gateway, predict its service quality in advance, and adjust the operation distribution of application programs. This helps to prevent service anomalies and downtime caused by excessive workload, allowing industrial control programs to run normally and improving the overall system stability and availability.","[{'text': 'Autonomous monitoring and coordinating method for Internet of things gateway', 'language': 'en', 'truncated': False}, {'text': '一种用于物联网关的自主监测协调方法', 'language': 'zh', 'truncated': False}]",20220318,"['SUN CHANGPING', 'WANG ZHENGYING', 'WANG QIAN', 'DU ZICHAO', 'CHEN JING', 'ZHOU YANG', 'XIAO QIYUAN', 'HUANG XINGHE', 'KANG XIAOFEI', 'MENG XIANTAO']"
" What is the purpose of the monitoring and collecting module in the real-time online monitoring device for the state of a water turbine runner?

","[{'text': 'The utility model discloses a real-time online monitoring device for the state of a water turbine runner, which belongs to the field of hydropower station equipment monitoring and comprises: the monitoring and acquisition module, the remote communication module and the storage and display module; the monitoring and collecting module is arranged at the top cover buttress closest to the rotating wheel and is used for synchronously monitoring and collecting vibration acceleration signals and acoustic emission signals of the top cover buttress in real time; the two ends of the remote communication module are respectively connected with the monitoring acquisition module and the storage display module and used for sending the vibration acceleration signals and the acoustic emission signals monitored and acquired by the monitoring acquisition module to the storage display module; and the storage display module is used for storing and dynamically displaying the received vibration acceleration signal and the sound emission signal. The monitoring and collecting module is arranged at the top cover buttress closest to the rotating wheel, so that the state of the rotating wheel of the water turbine can be monitored accurately in real time.', 'language': 'en', 'truncated': False}, {'text': '本实用新型公开了一种水轮机转轮状态实时在线监测装置，属于水电站设备监测领域，包括：监测采集模块、远程通讯模块和存储显示模块；监测采集模块设置在与转轮距离最近的顶盖支墩处，用于实时同步监测采集顶盖支墩的振动加速度信号和声发射信号；远程通讯模块的两端分别连接监测采集模块和存储显示模块，用于将监测采集模块监测采集到的振动加速度信号和声发射信号发送至存储显示模块；存储显示模块用于对接收到的振动加速度信号和声发射信号进行存储及动态显示。通过将监测采集模块设置在与转轮距离最近的顶盖支墩处，可以实时且准确地监测水轮机转轮的状态。', 'language': 'zh', 'truncated': False}]"," The monitoring and collecting module is used for synchronously monitoring and collecting vibration acceleration signals and acoustic emission signals of the top cover buttress in real time, allowing for accurate monitoring of the state of the rotating wheel of the water turbine.","[{'text': 'Real-time online monitoring device for state of rotating wheel of water turbine', 'language': 'en', 'truncated': False}, {'text': '一种水轮机转轮状态实时在线监测装置', 'language': 'zh', 'truncated': False}]",20220524,[]
" What is the purpose of the electrically conducting protrusions and adhering and insulating space rings in the method for producing a back-contacting solar-cell module and aback-contacting solar-cell module?

","[{'text': 'A method for producing a back-contacting solar-cell module and aback-contacting solar-cell module, which relates to the technical field of solar photovoltaics. The method includes: providing a first stacked member, wherein the first stacked member includes a first sheet member; a surface of the first sheet member is provided with a plurality of first electrically conducting sites; and the first stacked member further includes electrically conducting protrusions that are formed on the first electrically conducting sites of the first sheet member, and adhering and insulating space rings at the peripheries of the first electrically conducting sites; providing a second stacked member, wherein the second stacked member includes a second sheet member; anda surface of the second sheet member is provided with a plurality of second electrically conducting sites; andstacking and laminating the first stacked member and the second stacked member, so that the electrically conducting protrusions abut the second electrically conducting sites, and the adhering and insulating space rings adhere the first sheet member and the second sheet member together. The present disclosure improves the reliability and the yield of the electric connection.', 'language': 'en', 'truncated': False}, {'text': 'A method for producing a back-contacting solar-cell module and aback-contacting solar-cell module, which relates to the technical field of solar photovoltaics. The method includes: providing a first stacked member, wherein the first stacked member includes a first sheet member; a surface of the first sheet member is provided with a plurality of first electrically conducting sites; and the first stacked member further includes electrically conducting protrusions that are formed on the first electrically conducting sites of the first sheet member, and adhering and insulating space rings at the peripheries of the first electrically conducting sites; providing a second stacked member, wherein the second stacked member includes a second sheet member; anda surface of the second sheet member is provided with a plurality of second electrically conducting sites; andstacking and laminating the first stacked member and the second stacked member, so that the electrically conducting protrusions abut the second electrically conducting sites, and the adhering and insulating space rings adhere the first sheet member and the second sheet member together. The present disclosure improves the reliability and the yield of the electric connection.', 'language': 'en', 'truncated': False}]"," The electrically conducting protrusions and adhering and insulating space rings are used to improve the reliability and yield of the electric connection between the two stacked members in the solar-cell module, by allowing the electrically conducting protrusions to abut the second electrically conducting sites and the space rings to adhere the first sheet member and the second sheet member together.","[{'text': 'Method for producing back-contact solar cell assembly and back-contact solar cell assembly', 'language': 'en', 'truncated': False}, {'text': 'Procédé de production d&#39;ensemble cellule solaire à contact arrière, et ensemble cellule solaire à contact arrière', 'language': 'fr', 'truncated': False}, {'text': 'Verfahren zur herstellung einer solarzellenanordnung mit rückseitigem kontakt und solarzellenanordnung mit rückseitigem kontakt', 'language': 'de', 'truncated': False}]",20220706,"['LI, HUA', 'LIU, Jiyu']"
" What type of power generation system is disclosed in the reference text?

","[{'text': 'The invention discloses a water osmotic pressure energy storage power generation system, which comprises: the dilute brine tank is connected with the energy recovery device through the first valve and the first low-pressure pump in sequence, then connected with the semi-permeable membrane assembly through the second valve, the high-pressure pump and the third valve in sequence, then respectively connected with the fresh brine tank and the energy recovery device through the fourth valve and the fifth valve, and then connected with the concentrated brine tank through the sixth valve; the fresh water tank is connected with the semi-permeable membrane component through a seventh valve, a second low-pressure pump and an eighth valve in sequence; the concentrated brine tank is connected with the energy recovery device sequentially through the ninth valve and the first low-pressure pump, and is connected with the semi-permeable membrane component sequentially through the second valve, the high-pressure pump and the third valve, and the first low-pressure pump, the high-pressure pump and the second low-pressure pump enable concentrated brine and fresh water to simultaneously pass through the semi-permeable membrane component for osmotic power generation. The system can make full use of solar energy and wind energy, but can not input electricity abandoned for use in a national power grid due to the unstable problem of electric power to recycle, and an energy recovery device is added, so that the energy consumption of the system is greatly reduced.', 'language': 'en', 'truncated': False}, {'text': '本发明公开了一种水渗透压储能发电系统，包括：稀盐水箱，依次通过第一阀、第一低压泵连接能量回收装置，再依次通过第二阀、高压泵、第三阀连接半透膜组件，再通过第四阀和第五阀分别连接淡水箱和能量回收装置，再过第六阀连接浓盐水箱；淡水箱依次通过第七阀、第二低压泵、第八阀连接半透膜组件；浓盐水箱依次通过第九阀、第一低压泵连接能量回收装置，依次通过第二阀、高压泵、第三阀连接半透膜组件，第一低压泵、高压泵和第二低压泵分别使浓盐水、淡水同时通过半透膜组件进行渗透发电。本系统能够充分利用由太阳能、风能产生，却因电力不稳定问题无法输入国家电网使用的“弃电”进行回收利用，加入能量回收装置，使系统的能耗大幅度降低。', 'language': 'zh', 'truncated': False}]", A water osmotic pressure energy storage power generation system.,"[{'text': 'Water osmotic pressure energy storage power generation system', 'language': 'en', 'truncated': False}, {'text': '一种水渗透压储能发电系统', 'language': 'zh', 'truncated': False}]",20220722,[]
" What type of nanometer power generator is used to capture wind energy and sound energy?

","[{'text': 'A friction nanometer generator for capturing wind energy and sound energy relates to the nanometer power generation field, comprising a wind-driven friction nanometer power generation device and a sound-driven friction nanometer power generation device, wherein the wind-driven friction nanometer power generation device comprises a windmill, three polytetrafluoroethylene friction layers attached to the windmill and two interdigital electrodes made of complementary conductive fabrics, the sound-driven friction nanometer power generation device comprises a polyvinylidene fluoride-trifluoroethylene nanometer fiber membrane, the wind-driven friction nanometer power generation device captures wind energy, the electrostatic spinning polyvinylidene fluoride-trifluoroethylene nanometer fiber membrane is used as the friction layer in the sound-driven friction nanometer power generation device to capture sound energy, and the conductive fabrics are used as the common electrodes to organically combine the wind-driven friction nanometer power generation device and the sound-driven friction nanometer power generation device, thereby being beneficial to analyzing the coupling efficiency between the wind-driven friction nanometer power generation device and the sound-driven friction nanometer power generation device It should be possible to improve the output performance thereof.', 'language': 'en', 'truncated': False}, {'text': '一种捕获风能和声能的摩擦纳米发电机，涉及纳米发电领域，包括风驱动摩擦纳米发电装置和声音驱动摩擦纳米发电装置，风驱动摩擦纳米发电装置包括风车、三片附在风车上的聚四氟乙烯摩擦层和两个互补的导电织物制成的叉指电极，声音驱动摩擦纳米发电装置包括聚偏氟乙烯‑三氟乙烯纳米纤维膜本发明通过风驱动摩擦纳米发电装置捕获风能，本发明在声音驱动摩擦纳米发电装置中以静电纺聚偏氟乙烯‑三氟乙烯纳米纤维膜作为摩擦层来捕获声音能量，并且通过导电织物作为共用电极将风驱动摩擦纳米发电装置和声音驱动摩擦纳米发装置有机的结合起来，不仅有利于分析风驱动摩擦纳米发电装置与声音驱动摩擦纳米发装置之间的耦合效应，而且可以提高其输出性能。', 'language': 'zh', 'truncated': False}]"," A friction nanometer generator, consisting of a wind-driven device and a sound-driven device, which can be combined organically using conductive fabrics.","[{'text': 'Friction nanometer generator for capturing wind energy and sound energy', 'language': 'en', 'truncated': False}, {'text': '一种捕获风能和声能的摩擦纳米发电机', 'language': 'zh', 'truncated': False}]",20220708,[]
" What are the benefits of the automatic waste classification system that utilizes solar energy?

","[{'text': 'The utility model provides an utilize public garbage bin of automatic waste classification of solar energy, it includes solar panel, supports extension board, rubbish input port, waste classification case, categorised chamber door, and solar panel sets up in the upper end of supporting the extension board, and supports one side and waste classification case interconnect of extension board, and waste classification case&#39;s upper end is equipped with rubbish input port, and waste classification case&#39;s front end is equipped with categorised chamber door. The utility model has the beneficial effects that: the automatic classification of common rubbish is realized, people are helped to carry out rubbish classification putting, a large amount of labor cost for rubbish classification is saved, the accuracy rate of rubbish classification putting is improved, the promotion of national rubbish classification policy is facilitated, solar power supply is adopted, a large amount of waste of electric power resources can not be caused due to long-time operation of an automatic classification system, the internal automatic cleaning and drying functions are configured, the situation that the garbage can is the same as other public garbage cans is avoided, the peculiar smell is rusted or generated due to long-time use, and the urban attractive effect is improved.', 'language': 'en', 'truncated': False}, {'text': '一种利用太阳能的自动垃圾分类公共垃圾桶，它包括太阳能板、支撑支板、垃圾投放口、垃圾分类箱、分类箱门，太阳能板设置在支撑支板的上端，且支撑支板的一侧与垃圾分类箱相互连接，垃圾分类箱的上端设有垃圾投放口，垃圾分类箱的前端设有分类箱门。本实用新型有益效果为：实现了常见垃圾的自动分类，不仅帮助了人们进行垃圾分类投放，也省却了垃圾分类的大量人工费用，提高了垃圾分类投放的准确率，有利于国家垃圾分类政策的推行，且采用太阳能供电，不会因为自动分类系统的长时间运行而造成电力资源的大量浪费，还配置了内部自动清洗以及烘干功能，不会像其他公共垃圾桶一样，因长时间的使用而锈蚀或者产生异味，提高了城市的美观效果。', 'language': 'zh', 'truncated': False}]"," The benefits of the system include the automatic classification of common rubbish, saving of labor costs for rubbish classification, improvement of the accuracy rate of rubbish classification, facilitation of national rubbish classification policy, adoption of solar power supply, reduction of waste of electric power resources, configuration of internal automatic cleaning and drying functions, prevention of peculiar smells and rusting, and improvement of urban attractiveness.","[{'text': 'Automatic garbage classification public garbage can utilizing solar energy', 'language': 'en', 'truncated': False}, {'text': '一种利用太阳能的自动垃圾分类公共垃圾桶', 'language': 'zh', 'truncated': False}]",20220408,"['WANG LIN', 'PAN CHANGLONG', 'Han Shaoheng']"
" What is the purpose of the paper folding structure in the wind-proof barrier?

","[{'text': 'The invention relates to a wind-proof barrier for a friction nano generator by using a paper folding structure, wherein a friction nano generating set and an air speed sensor are arranged on the outer side of a wind-proof barrier main body, a paper folding structure for buffering the pressure of side wind is arranged in the friction nano generating set, a warning device is also arranged on the wind-proof barrier main body, the air speed sensor is connected with a processor, the output end of the friction nano generating set is respectively connected to the air speed sensor and the warning device through a controllable switch so as to respectively provide electric energy for the air speed sensor and the warning device, and the processor is connected with the controllable switch so as to control the on and off of the controllable switch. Compared with the prior art, the friction nanometer power generation device and the warning device with the paper folding structure are arranged on the wind-proof barrier, so that the wind-proof barrier has the advantages of buffering the side wind pressure borne by the wind-proof barrier strips and converting the wind energy borne by the wind-proof barrier into electric energy, can effectively warn vehicles on the bridge pavement of overlarge wind speed, and avoids safety accidents caused by side wind.', 'language': 'en', 'truncated': False}, {'text': '本发明涉及一种使用折纸结构摩擦纳米发电机的防风障，防风障主体的外侧安装有摩擦纳米发电装置和风速传感器，摩擦纳米发电装置内部设有用于缓冲侧风压力的折纸结构，防风障主体上还安装有警示装置，风速传感器连接有处理器，摩擦纳米发电装置的输出端分别连接至风速传感器、通过可控开关连接至警示装置，以分别提供电能给风速传感器和警示装置，处理器与可控开关相连接，以控制可控开关的导通与关断。与现有技术相比，本发明在防风障上安装设有折纸结构的摩擦纳米发电装置以及警示装置，具有缓冲风障条所受的侧风压力以及将防风障所受风能转化为电能的优点，并能有效地对桥梁路面车辆进行风速过大警示，避免发生因侧风导致的安全事故。', 'language': 'zh', 'truncated': False}]"," The paper folding structure is used to buffer the pressure of side wind, which helps to convert the wind energy into electric energy and effectively warns vehicles on the bridge pavement of overlarge wind speed to avoid safety accidents.","[{'text': 'Use paper folding structure friction nanometer generator prevent wind barrier', 'language': 'en', 'truncated': False}, {'text': '一种使用折纸结构摩擦纳米发电机的防风障', 'language': 'zh', 'truncated': False}]",20220517,[]
" How can optimizing the solar-coal feedwater flow distribution ratio be used to maximize the solar-to-power efficiency of a solar-aided coal-fired power system under off-design working conditions?

","[{'text': 'A control method for optimizing a solar-to-power efficiency of a solar-aided coal-fired power system under off-design working conditions is provided. Through reading the relevant information of the solar collecting system, the coal-fired power generation system, the environmental conditions, and the working conditions of the solar-aided coal-fired power system, the water flow rate range able to be heated by the solar collecting unit and the solar-coal feedwater flow distribution ratio range of the solar-aided coal-fired power system are determined; through establishing the relationship between the solar-to-power efficiency and the solar-coal feedwater flow distribution ratio of the solar-aided coal-fired power system under the off-design working conditions, the solar-coal feedwater flow distribution ratio is regulated, so that a flow rate of water entering the solar collecting system to be heated is controlled, thereby maximizing the solar-to-power efficiency and improving the economy of the solar-aided coal-fired power system under the off-design working conditions. The present invention provides clear guidance to optimize the solar-aided coal-fired power system under the off-design working conditions, enable solar energy to fully play its role in the solar-aided coal-fired power system, improve the utilization rate of solar energy, facilitate the consumption of the renewable energy, and greatly increase the economy of the solar-aided coal-fired power system.', 'language': 'en', 'truncated': False}, {'text': 'A control method for optimizing a solar-to-power efficiency of a solar-aided coal-fired power system under off-design working conditions is provided. Through reading the relevant information of the solar collecting system, the coal-fired power generation system, the environmental conditions, and the working conditions of the solar-aided coal-fired power system, the water flow rate range able to be heated by the solar collecting unit and the solar-coal feedwater flow distribution ratio range of the solar-aided coal-fired power system are determined; through establishing the relationship between the solar-to-power efficiency and the solar-coal feedwater flow distribution ratio of the solar-aided coal-fired power system under the off-design working conditions, the solar-coal feedwater flow distribution ratio is regulated, so that a flow rate of water entering the solar collecting system to be heated is controlled, thereby maximizing the solar-to-power efficiency and improving the economy of the solar-aided coal-fired power system under the off-design working conditions. The present invention provides clear guidance to optimize the solar-aided coal-fired power system under the off-design working conditions, enable solar energy to fully play its role in the solar-aided coal-fired power system, improve the utilization rate of solar energy, facilitate the consumption of the renewable energy, and greatly increase the economy of the solar-aided coal-fired power system.', 'language': 'en', 'truncated': False}]"," By determining the water flow rate range able to be heated by the solar collecting unit and the corresponding solar-coal feedwater flow distribution ratio range, the solar-coal feedwater flow distribution ratio can be regulated to control the flow rate of water entering the solar collecting system, thereby maximizing the solar-to-power efficiency and improving the economy of the solar-aided coal-fired power system.","[{'text': 'Control method for optimizing solar-to-power efficiency of solar-aided coal-fired power system under off-design working conditions', 'language': 'en', 'truncated': False}]",20220512,"['YAN, HUI', 'LIU, MING', 'LI, XIN', 'CHONG, Daotong', 'YAN, JUNJIE']"
" What is the function of the directional energy gathering subassembly in the waste incineration device on an island or ocean platform?

","[{'text': 'The utility model provides an island reef or ocean platform are with spotlight ability waste incineration device, including the universal solar concentration subassembly of a plurality of, the directional subassembly that gathers of a plurality of, waste drying burns burning furnace and waste gas catalytic purification subassembly, waste gas catalytic purification subassembly locates the upper portion that waste drying burns burning furnace, and with the inside intercommunication of waste drying burning furnace, the periphery that waste drying burnt burning furnace was located to universal solar concentration subassembly ring, and track the sun and gather solar energy to directional energy gathering subassembly on, directional energy gathering subassembly ring is located the periphery that waste drying burnt burning furnace, and gather the solar energy of gathering to waste drying burns burning furnace on or waste drying burns burning furnace and waste gas catalytic purification subassembly. The invention is suitable for the environment of the island or the ocean platform, has smaller volume, is convenient to arrange, effectively treats various wastes on the island and the ocean platform in a harmless and low-cost manner, solves the urgent requirements of ocean environmental protection and island environmental protection, and is beneficial to the protection of the ocean ecological environment.', 'language': 'en', 'truncated': False}, {'text': '一种岛礁或海洋平台用聚光聚能垃圾焚烧装置，包括若干个万向太阳聚光组件、若干个定向聚能组件、垃圾干化焚烧炉和废气催化净化组件，废气催化净化组件设于垃圾干化焚烧炉的上部、且与垃圾干化焚烧炉的内部连通，万向太阳聚光组件环设于垃圾干化焚烧炉的外围、且追踪太阳并将太阳能聚集至定向聚能组件上，定向聚能组件环设于垃圾干化焚烧炉的外围、且将聚集的太阳能聚集至垃圾干化焚烧炉上或垃圾干化焚烧炉和废气催化净化组件上。本发明适应岛礁或海洋平台环境，体积较小、便于安置，有效无害化且低成本的就地处置岛礁和海洋平台上的各类垃圾，解决海洋环保、岛礁环保的迫切需求，利于海洋生态环境的保护。', 'language': 'zh', 'truncated': False}]", The directional energy gathering subassembly gathers solar energy from the sun and collects it on the waste drying and burning furnace or waste gas catalytic purification subassembly.,"[{'text': 'Light-gathering and energy-gathering garbage incineration device for island reef or ocean platform', 'language': 'en', 'truncated': False}, {'text': '一种岛礁或海洋平台用聚光聚能垃圾焚烧装置', 'language': 'zh', 'truncated': False}]",20220408,"['YIN XIAOLIN', 'ZHAO HAIYANG', 'GUO ZHIXIAO']"
" What is the purpose of the waste incineration device for an island or ocean platform?

","[{'text': 'The utility model provides an island reef or ocean platform are with spotlight ability waste incineration device, including the universal solar concentration subassembly of a plurality of, the directional subassembly that gathers of a plurality of, waste drying burns burning furnace and waste gas catalytic purification subassembly, waste gas catalytic purification subassembly locates the upper portion that waste drying burns burning furnace, and with the inside intercommunication of waste drying burning furnace, the periphery that waste drying burnt burning furnace was located to universal solar concentration subassembly ring, and track the sun and gather solar energy to directional energy gathering subassembly on, directional energy gathering subassembly ring is located the periphery that waste drying burnt burning furnace, and gather the solar energy of gathering to waste drying burns burning furnace on or waste drying burns burning furnace and waste gas catalytic purification subassembly. The invention is suitable for the environment of the island or the ocean platform, has smaller volume, is convenient to arrange, effectively treats various wastes on the island and the ocean platform in a harmless and low-cost manner, solves the urgent requirements of ocean environmental protection and island environmental protection, and is beneficial to the protection of the ocean ecological environment.', 'language': 'en', 'truncated': False}, {'text': '一种岛礁或海洋平台用聚光聚能垃圾焚烧装置，包括若干个万向太阳聚光组件、若干个定向聚能组件、垃圾干化焚烧炉和废气催化净化组件，废气催化净化组件设于垃圾干化焚烧炉的上部、且与垃圾干化焚烧炉的内部连通，万向太阳聚光组件环设于垃圾干化焚烧炉的外围、且追踪太阳并将太阳能聚集至定向聚能组件上，定向聚能组件环设于垃圾干化焚烧炉的外围、且将聚集的太阳能聚集至垃圾干化焚烧炉上或垃圾干化焚烧炉和废气催化净化组件上。本发明适应岛礁或海洋平台环境，体积较小、便于安置，有效无害化且低成本的就地处置岛礁和海洋平台上的各类垃圾，解决海洋环保、岛礁环保的迫切需求，利于海洋生态环境的保护。', 'language': 'zh', 'truncated': False}]"," The device is designed to treat various wastes on the island or ocean platform in a harmless and low-cost manner, effectively protecting the ecological environment, specifically targeting ocean environmental protection and island environmental protection, and has a compact design that makes it convenient to arrange.","[{'text': 'Light-gathering and energy-gathering garbage incineration device for island reef or ocean platform', 'language': 'en', 'truncated': False}, {'text': '一种岛礁或海洋平台用聚光聚能垃圾焚烧装置', 'language': 'zh', 'truncated': False}]",20220128,"['YIN XIAOLIN', 'ZHAO HAIYANG', 'GUO ZHIXIAO']"
" What is the purpose of the design of the cyclone manifold in the hydrogen energy system?
","[{'text': 'The invention relates to the technical field of hydrogen energy, in particular to a cyclone manifold, a fuel cell and a vehicle, wherein the cyclone manifold comprises a confluence part, a throat part and a cyclone cavity; the cross-sectional area of the passage between the confluence part and the throat part is gradually reduced; the inner wall surface of the channel corresponding to the throat part is tangentially connected with the inner wall surface of the channel corresponding to the swirling flow cavity; the inner wall surface of the channel corresponding to the vortex cavity is arc-shaped; the cross section area from the confluence part to the throat part is reduced, and the flow speed is increased; meanwhile, the throat part is tangentially connected with the surface of the inner wall of the channel corresponding to the rotational flow cavity, so that tangential airflow can be formed to flow into the rotational flow cavity; the surface of the inner wall of the channel corresponding to the swirling cavity is arc-shaped, so that the surface of the inner wall of the channel corresponding to the entering swirling cavity is arc-shaped and develops swirling flow along the inner wall; the swirling flow prevents liquid drops from collecting on the bottom surface of the channel; the collected liquid film is purged, and the anode drainage capacity is enhanced.', 'language': 'en', 'truncated': False}, {'text': '本发明涉及氢能源技术领域，具体涉及一种旋流集流腔、燃料电池以及车辆，所述旋流集流腔包括汇流部、喉口部和旋流腔，所述接头部通过喉口部与旋流腔连通形成通道；汇流部至喉口部之间的通道截面面积逐渐减小；喉口部对应的通道内壁表面与旋流腔对应的通道内壁表面相切连接；旋流腔对应的通道内壁表面为弧形；本发明通过汇流部至喉口部之间的截面面积减小，流速增加；同时喉口部与旋流腔对应的通道内壁表面相切连接，能够形成切向气流流入旋流腔；由于旋流腔对应的通道内壁表面为弧形，使得进入的旋流腔对应的通道内壁表面为弧形沿内壁发展成旋流；该旋流避免液滴在通道底面汇集；对已汇集的液膜形成吹扫效果，增强阳极排水能力。', 'language': 'zh', 'truncated': False}]"," The design of the cyclone manifold is intended to prevent liquid drops from collecting on the bottom surface of the channel, enhance the anode drainage capacity, and improve the flow characteristics by creating a swirling flow that purges the collected liquid film.","[{'text': 'Swirl manifold, fuel cell and vehicle', 'language': 'en', 'truncated': False}, {'text': '一种旋流集流腔、燃料电池以及车辆', 'language': 'zh', 'truncated': False}]",20220621,[]
